Date-Time,temperature,light 
04/25/2023 02:00:00,2.79,0
04/25/2023 03:00:00,2.83,0
04/25/2023 04:00:00,5.79,0
04/25/2023 05:00:00,6.69,0
04/25/2023 06:00:00,6.95,56.56
04/25/2023 07:00:00,8.96,5007.36
04/25/2023 08:00:00,9.99,4632.32
04/25/2023 09:00:00,9.69,4474.88
04/25/2023 10:00:00,9.69,4431.36
04/25/2023 11:00:00,9.74,4431.36
04/25/2023 12:00:00,9.91,4451.84
04/25/2023 13:00:00,9.86,4428.8
04/25/2023 14:00:00,9.86,4428.8
04/25/2023 15:00:00,9.95,4422.4
04/25/2023 16:00:00,9.69,4408.32
04/25/2023 17:00:00,9.86,4448
04/25/2023 18:00:00,10.04,4309.76
04/25/2023 19:00:00,10.04,4343.04
04/25/2023 20:00:00,10.12,4277.76
04/25/2023 21:00:00,8.23,0
04/25/2023 22:00:00,4.37,0
04/25/2023 23:00:00,3.47,0
04/26/2023 00:00:00,3.26,0
04/26/2023 01:00:00,3.04,0
04/26/2023 02:00:00,2.7,0
04/26/2023 03:00:00,2.74,0
04/26/2023 04:00:00,5.75,0
04/26/2023 05:00:00,6.65,0
04/26/2023 06:00:00,6.86,55.74
04/26/2023 07:00:00,8.88,4925.44
04/26/2023 08:00:00,9.61,4533.76
04/26/2023 09:00:00,9.65,4408.32
04/26/2023 10:00:00,9.74,4366.08
04/26/2023 11:00:00,9.99,4378.88
04/26/2023 12:00:00,9.82,4332.8
04/26/2023 13:00:00,10.08,4353.28
04/26/2023 14:00:00,9.99,4330.24
04/26/2023 15:00:00,9.95,4322.56
04/26/2023 16:00:00,10.08,4345.6
04/26/2023 17:00:00,9.99,4316.16
04/26/2023 18:00:00,10.21,4372.48
04/26/2023 19:00:00,10.16,4353.28
04/26/2023 20:00:00,10.04,4336.64
04/26/2023 21:00:00,8.32,0
04/26/2023 22:00:00,4.63,0
04/26/2023 23:00:00,3.34,0
04/27/2023 00:00:00,3.17,0
04/27/2023 01:00:00,3.04,0
04/27/2023 02:00:00,2.87,0
04/27/2023 03:00:00,2.79,0
04/27/2023 04:00:00,5.66,0
04/27/2023 05:00:00,6.6,0
04/27/2023 06:00:00,6.78,0
04/27/2023 07:00:00,7.29,0
04/27/2023 08:00:00,8.28,0
04/27/2023 09:00:00,7.46,0
04/27/2023 10:00:00,6.52,0
04/27/2023 11:00:00,5.79,0
04/27/2023 12:00:00,4.89,0
04/27/2023 13:00:00,3.86,0
04/27/2023 14:00:00,3,0
04/27/2023 15:00:00,2.83,0
04/27/2023 16:00:00,2.66,0
04/27/2023 17:00:00,2.61,0
04/27/2023 18:00:00,2.61,0
04/27/2023 19:00:00,2.53,0
04/27/2023 20:00:00,6.22,0
04/27/2023 21:00:00,6.65,0
04/27/2023 22:00:00,6.82,79.1
04/27/2023 23:00:00,9.26,4902.4
04/28/2023 00:00:00,9.61,4544
04/28/2023 01:00:00,10.04,4504.32
04/28/2023 02:00:00,9.78,4408.32
04/28/2023 03:00:00,9.95,4418.56
04/28/2023 04:00:00,10.08,4445.44
04/28/2023 05:00:00,10.16,4424.96
04/28/2023 06:00:00,10.08,4401.92
04/28/2023 07:00:00,10.34,4454.4
04/28/2023 08:00:00,10.12,4382.72
04/28/2023 09:00:00,10.12,4408.32
04/28/2023 10:00:00,10.42,4460.8
04/28/2023 11:00:00,10.21,4391.68
04/28/2023 12:00:00,9.91,3144.96
04/28/2023 13:00:00,8.15,0
04/28/2023 14:00:00,4.16,0
04/28/2023 15:00:00,3.43,0
04/28/2023 16:00:00,3.21,0
04/28/2023 17:00:00,4.54,0
04/28/2023 18:00:00,3,0
04/28/2023 19:00:00,3.09,0
04/28/2023 20:00:00,6.48,0
04/28/2023 21:00:00,6.82,0
04/28/2023 22:00:00,7.25,71
04/28/2023 23:00:00,9.26,4829.44
04/29/2023 00:00:00,9.44,4445.44
04/29/2023 01:00:00,9.91,4458.24
04/29/2023 02:00:00,10.16,4474.88
04/29/2023 03:00:00,10.04,4412.16
04/29/2023 04:00:00,10.08,4405.76
04/29/2023 05:00:00,10.04,4401.92
04/29/2023 06:00:00,10.16,4414.72
04/29/2023 07:00:00,10.34,4437.76
04/29/2023 08:00:00,10.29,4405.76
04/29/2023 09:00:00,10.12,4378.88
04/29/2023 10:00:00,10.34,4437.76
04/29/2023 11:00:00,10.38,4422.4
04/29/2023 12:00:00,10.04,3243.52
04/29/2023 13:00:00,8.06,0
04/29/2023 14:00:00,4.12,0
04/29/2023 15:00:00,3.47,0
04/29/2023 16:00:00,3.17,0
04/29/2023 17:00:00,4.59,0
04/29/2023 18:00:00,2.96,0
04/29/2023 19:00:00,3.09,0
04/29/2023 20:00:00,6.26,0
04/29/2023 21:00:00,6.78,0
04/29/2023 22:00:00,7.16,70.16
04/29/2023 23:00:00,9.18,4812.8
04/30/2023 00:00:00,9.78,4497.92
04/30/2023 01:00:00,9.82,4418.56
04/30/2023 02:00:00,9.91,4414.72
04/30/2023 03:00:00,10.21,4445.44
04/30/2023 04:00:00,10.04,4382.72
04/30/2023 05:00:00,10.08,4399.36
04/30/2023 06:00:00,10.34,4428.8
04/30/2023 07:00:00,10.29,4405.76
04/30/2023 08:00:00,10.25,4408.32
04/30/2023 09:00:00,10.08,4359.68
04/30/2023 10:00:00,10.21,4399.36
04/30/2023 11:00:00,10.29,4412.16
04/30/2023 12:00:00,10.08,3338.24
04/30/2023 13:00:00,8.02,0
04/30/2023 14:00:00,4.2,0
04/30/2023 15:00:00,3.43,0
04/30/2023 16:00:00,3.17,0
04/30/2023 17:00:00,3,0
04/30/2023 18:00:00,4.42,0
04/30/2023 19:00:00,2.96,0
04/30/2023 20:00:00,6.39,0
04/30/2023 21:00:00,6.82,0
04/30/2023 22:00:00,7.03,66.42
04/30/2023 23:00:00,9.26,4839.68
05/01/2023 00:00,9.74,4500.48
05/01/2023 01:00,9.86,4451.84
05/01/2023 02:00,10.04,4435.2
05/01/2023 03:00,9.99,4385.28
05/01/2023 04:00,10.21,4428.8
05/01/2023 05:00,10.16,4389.12
05/01/2023 06:00,10.12,4385.28
05/01/2023 07:00,10.12,4376.32
05/01/2023 08:00,10.38,4437.76
05/01/2023 09:00,10.25,4389.12
05/01/2023 10:00,9.99,4355.84
05/01/2023 11:00,10.34,4424.96
05/01/2023 12:00,10.16,3379.2
05/01/2023 13:00,7.98,0
05/01/2023 14:00,4.16,0
05/01/2023 15:00,3.39,0
05/01/2023 16:00,3.13,0
05/01/2023 17:00,3.77,0
05/01/2023 18:00,3.64,0
05/01/2023 19:00,2.96,0
05/01/2023 20:00,6.39,0
05/01/2023 21:00,6.73,0
05/01/2023 22:00,7.16,62.72
05/01/2023 23:00,9.26,4848.64
